Year,Species,Population,Region,Conservation Status,Gender Ratio,Habitat Area(km²),Primary Threat,Mortality Rate(%/year),Breeding Pairs,Average Lifespan,Human Settlements(count within 10km)
1943,Asiatic Lion,787,Assam,Endangered,113.89,41372.79,Climate Change,9.1,303,21,17
1943,Asiatic Lion,102,Madhya Pradesh,Critically Endangered,106.02,47226.71,Climate Change,3.78,21,21,23
1943,Asiatic Lion,114,Madhya Pradesh,Endangered,106.41,36223.07,Climate Change,9.98,37,21,24
1943,Asiatic Lion,1497,Assam,Endangered,106.29,3524.14,Habitat Loss,5.02,436,21,44
1943,Asiatic Lion,2437,Kerala,Critically Endangered,105.76,24558.65,Poaching,10.13,525,21,4
1943,Asiatic Lion,1258,Madhya Pradesh,Critically Endangered,108.1,25026.34,Human Conflict,10.24,307,21,6
1943,Asiatic Lion,1134,Madhya Pradesh,Critically Endangered,104.4,37485.16,Disease,11.87,288,21,18
1943,Asiatic Lion,1103,Sikkim,Endangered,88.61,39028.05,Habitat Loss,8.74,377,21,44
1943,Bengal Tiger,737,Assam,Endangered,92.64,32351.01,Human Conflict,13.06,288,22,12
1943,Bengal Tiger,443,Madhya Pradesh,Endangered,92.52,28495.98,Climate Change,13.21,142,22,28
1943,Bengal Tiger,674,Uttarakhand,Critically Endangered,88.16,14425.31,Disease,6.33,138,22,19
1943,Bengal Tiger,1840,Gujarat,Endangered,112.7,7822.92,Disease,14.96,448,22,21
1943,Bengal Tiger,1179,West Bengal,Endangered,111.46,30347.57,Disease,10.76,417,22,0
1943,Bengal Tiger,589,Gujarat,Vulnerable,99.27,13173.3,Poaching,6.67,212,22,19
1943,Bengal Tiger,476,Gujarat,Endangered,116.48,10989,Habitat Loss,10.64,161,22,29
1943,Bengal Tiger,1711,Karnataka,Critically Endangered,115.55,19101.17,Human Conflict,2.62,660,22,26
1943,Bengal Tiger,978,Madhya Pradesh,Vulnerable,99.31,5023.72,Habitat Loss,3.9,244,22,9
1943,Bengal Tiger,2234,Sikkim,Vulnerable,115.02,14570.79,Climate Change,10.13,690,22,23
1943,Bengal Tiger,600,Madhya Pradesh,Endangered,84.11,39787.92,Climate Change,3.95,133,22,25
1943,Blackbuck,1844,Uttarakhand,Critically Endangered,94.98,11953.18,Climate Change,14.91,403,14,40
1943,Blackbuck,9672,Karnataka,Vulnerable,109.61,42852.15,Human Conflict,7.39,3556,14,47
1943,Blackbuck,5413,Tamil Nadu,Endangered,99.56,7356.75,Habitat Loss,2.22,1906,14,41
1943,Blackbuck,7035,Sikkim,Vulnerable,80.78,47706.57,Human Conflict,8.13,2733,14,10
1943,Blackbuck,6765,West Bengal,Vulnerable,108.31,9820.05,Disease,10.78,1401,14,12
1943,Blackbuck,12261,Uttarakhand,Critically Endangered,116.6,3007.09,Climate Change,5.19,3548,14,42
1943,Blackbuck,6794,Sikkim,Endangered,109.23,14432.2,Habitat Loss,2.39,1708,14,7
1943,Blackbuck,11785,Karnataka,Endangered,102.17,5657.41,Human Conflict,4.16,4244,14,30
1943,Indian Elephant,6152,Kerala,Critically Endangered,103.36,20316.89,Climate Change,2.66,2192,65,49
1943,Indian Elephant,5824,Kerala,Vulnerable,101.71,25589.15,Poaching,9.26,1211,65,19
1943,Indian Elephant,5029,Gujarat,Endangered,80.97,39340.19,Disease,9.43,1490,65,26
1943,Indian Elephant,6407,Gujarat,Critically Endangered,89.42,19539.43,Habitat Loss,9.15,1416,65,32
1943,Indian Elephant,6768,Sikkim,Vulnerable,111.83,23316.9,Poaching,5.91,2375,65,20
1943,Indian Elephant,4894,Tamil Nadu,Critically Endangered,116.14,43119.46,Human Conflict,5.13,1949,65,46
1943,Indian Elephant,6815,West Bengal,Critically Endangered,117.87,46337.18,Human Conflict,10.56,1405,65,17
1943,Indian Elephant,6562,Madhya Pradesh,Vulnerable,83.47,25508.62,Disease,12.4,2036,65,11
1943,Indian Elephant,1991,Tamil Nadu,Critically Endangered,116.81,26452.41,Habitat Loss,6.36,503,65,29
1943,Indian Elephant,6874,Uttarakhand,Endangered,86.61,24122.19,Habitat Loss,6.79,1790,65,34
1943,Indian Elephant,808,Tamil Nadu,Vulnerable,95.06,23404.64,Habitat Loss,11.44,273,65,20
1943,Indian Elephant,4792,Assam,Vulnerable,81.71,31028.84,Human Conflict,4.16,1361,65,28
1943,Indian Elephant,1451,Tamil Nadu,Vulnerable,93.19,8686.15,Climate Change,8.21,305,65,7
1943,Indian Elephant,6461,Tamil Nadu,Endangered,92.61,19177.1,Poaching,10.55,2239,65,14
1943,Indian Elephant,3855,Assam,Endangered,92.15,39674.64,Human Conflict,8.8,1072,65,14
1943,Indian Gaur,11863,Assam,Critically Endangered,90.99,1679.38,Poaching,7.94,3645,22,49
1943,Indian Gaur,5028,Maharashtra,Critically Endangered,86.02,16354.84,Poaching,14.06,1345,22,38
1943,Indian Gaur,736,Assam,Critically Endangered,99.05,48553.52,Habitat Loss,10.52,179,22,39
1943,Indian Gaur,5571,Uttarakhand,Endangered,81.9,8935.5,Climate Change,8.96,2195,22,18
1943,Indian Gaur,7062,Madhya Pradesh,Endangered,90.94,8678.95,Human Conflict,4.93,2277,22,21
1943,Indian Gaur,5428,Gujarat,Critically Endangered,104.8,12307.45,Disease,8.55,1240,22,38
1943,Indian Gaur,10739,Gujarat,Critically Endangered,118.67,41927.89,Disease,2.13,2782,22,31
1943,Indian Gaur,10673,Maharashtra,Vulnerable,93.04,15340.4,Climate Change,14.99,2196,22,24
1943,Indian Gaur,9883,Kerala,Vulnerable,112.25,48061.52,Disease,11.39,3286,22,32
1943,Indian Gaur,6070,Assam,Critically Endangered,115.39,36677.6,Human Conflict,14.64,1601,22,8
1943,Indian Leopard,12871,Tamil Nadu,Vulnerable,105.42,43967.59,Human Conflict,8.93,3052,15,28
1943,Indian Leopard,6444,Assam,Critically Endangered,117.87,21920.06,Disease,3.34,1673,15,34
1943,Indian Leopard,10116,Madhya Pradesh,Vulnerable,81.79,29511.06,Climate Change,7.76,2870,15,21
1943,Indian Leopard,11228,Uttarakhand,Vulnerable,105.53,9525.5,Habitat Loss,13.72,3187,15,1
1943,Indian Leopard,10298,Tamil Nadu,Vulnerable,103.13,12034.56,Human Conflict,7.62,2493,15,14
1943,Indian Leopard,4929,Assam,Endangered,95.39,3541.91,Habitat Loss,2.67,1827,15,43
1943,Indian Rhinoceros,2991,Sikkim,Critically Endangered,105.31,26195.12,Disease,8.14,677,40,1
1943,Indian Rhinoceros,5769,Kerala,Critically Endangered,102.98,21773,Habitat Loss,11.36,1723,40,38
1943,Indian Rhinoceros,4899,Gujarat,Endangered,115.88,40946.67,Disease,8.74,1296,40,49
1943,Indian Rhinoceros,6027,Kerala,Vulnerable,88.79,48031.55,Disease,10.62,1652,40,43
1943,Indian Rhinoceros,1594,Maharashtra,Vulnerable,83.99,39208.9,Habitat Loss,10.49,416,40,35
1943,Indian Rhinoceros,925,Karnataka,Endangered,113.86,28723.58,Habitat Loss,12.65,269,40,17
1943,Indian Rhinoceros,6285,Kerala,Endangered,118.97,11434.97,Poaching,14.93,2220,40,32
1943,Indian Rhinoceros,1038,Madhya Pradesh,Endangered,104.08,49097.84,Disease,5.47,278,40,35
1943,Indian Rhinoceros,1113,Tamil Nadu,Critically Endangered,109.6,35984.51,Disease,10.76,262,40,35
1943,Indian Rhinoceros,6093,Tamil Nadu,Critically Endangered,112.32,24100.53,Human Conflict,14.32,1710,40,13
1943,Indian Rhinoceros,1482,Karnataka,Endangered,91.62,18899.71,Disease,14.92,572,40,28
1943,Indian Rhinoceros,4304,Assam,Critically Endangered,100.97,15708.26,Poaching,11.03,1016,40,13
1943,Indian Rhinoceros,5979,Maharashtra,Vulnerable,97.7,16230.68,Poaching,14.61,1367,40,21
1943,Indian Rhinoceros,3162,Gujarat,Critically Endangered,110.31,37117.84,Habitat Loss,2.61,1254,40,22
1943,Indian Rhinoceros,1394,Kerala,Endangered,92.17,7612.32,Poaching,14.91,302,40,46
1943,One-horned Rhinoceros,1451,Sikkim,Vulnerable,85.48,30296.71,Human Conflict,3.67,370,40,2
1943,One-horned Rhinoceros,1675,Uttarakhand,Endangered,87.98,31312.21,Poaching,4.65,535,40,3
1943,One-horned Rhinoceros,3979,Maharashtra,Vulnerable,108.46,44387.47,Disease,4.6,897,40,0
1943,One-horned Rhinoceros,3258,Kerala,Endangered,93.78,26336.57,Disease,11.17,942,40,21
1943,One-horned Rhinoceros,966,Tamil Nadu,Critically Endangered,97.21,34747.02,Poaching,6.29,363,40,13
1943,One-horned Rhinoceros,5751,Uttarakhand,Endangered,81.51,28226.48,Human Conflict,6.54,1662,40,24
1943,One-horned Rhinoceros,6349,West Bengal,Endangered,105.09,7931.8,Disease,12.12,1652,40,48
1943,One-horned Rhinoceros,1409,Madhya Pradesh,Critically Endangered,85.92,30207.27,Poaching,8.44,385,40,43
1943,One-horned Rhinoceros,2760,Assam,Endangered,106.83,37178.77,Climate Change,10.58,1085,40,15
1943,Red Panda,8723,Gujarat,Critically Endangered,82.95,28824.8,Climate Change,4.88,2602,10,16
1943,Red Panda,8845,Assam,Vulnerable,94.4,4726.86,Human Conflict,9.19,3263,10,30
1943,Red Panda,7337,Sikkim,Endangered,102.84,42819.32,Habitat Loss,2.44,1505,10,7
1943,Red Panda,9412,Sikkim,Vulnerable,88.11,22090.82,Human Conflict,11.09,3638,10,20
1943,Red Panda,12341,Madhya Pradesh,Endangered,86.28,23931.58,Disease,13.45,4354,10,3
1943,Red Panda,8463,Uttarakhand,Vulnerable,90.14,1074.01,Poaching,7.03,1764,10,26
1943,Snow Leopard,2605,West Bengal,Vulnerable,110.17,27215.61,Human Conflict,6.83,1031,18,19
1943,Snow Leopard,2294,Gujarat,Endangered,106.97,22613.48,Climate Change,3.64,628,18,27
1943,Snow Leopard,1156,Gujarat,Endangered,90.28,34778.33,Habitat Loss,14.07,274,18,17
1943,Snow Leopard,534,Sikkim,Endangered,83.45,35664.26,Habitat Loss,4.65,142,18,9
1943,Snow Leopard,513,Assam,Vulnerable,87.09,41892.25,Climate Change,2.04,183,18,50
1943,Snow Leopard,89,Assam,Endangered,112.53,5510.03,Disease,5.38,32,18,29
1943,Snow Leopard,1014,Tamil Nadu,Vulnerable,82.31,33674.96,Poaching,9.7,208,18,45
1944,Asiatic Lion,1670,Madhya Pradesh,Endangered,82.39,28157.38,Climate Change,11.59,508,21,32
1944,Asiatic Lion,1635,Kerala,Critically Endangered,96.31,16141.98,Disease,13.82,422,21,30
1944,Asiatic Lion,2450,Tamil Nadu,Vulnerable,100.89,40882.96,Poaching,4.54,630,21,10
1944,Asiatic Lion,2572,Madhya Pradesh,Endangered,113.77,15650.39,Habitat Loss,2.1,838,21,34
1944,Asiatic Lion,638,Karnataka,Endangered,94.69,48777.3,Habitat Loss,5.45,133,21,44
1944,Asiatic Lion,2170,Sikkim,Endangered,113.3,32375.52,Poaching,10.17,683,21,41
1944,Asiatic Lion,2536,Gujarat,Vulnerable,82.5,23077.92,Climate Change,13.42,945,21,41
1944,Asiatic Lion,278,Sikkim,Critically Endangered,101.64,48710.14,Habitat Loss,14,70,21,40
1944,Asiatic Lion,2301,West Bengal,Critically Endangered,97.37,7823.89,Habitat Loss,7.1,640,21,23
1944,Asiatic Lion,1933,Gujarat,Critically Endangered,99.46,22095.9,Poaching,10.6,470,21,46
1944,Asiatic Lion,2454,Assam,Critically Endangered,82.5,35096.45,Climate Change,2.55,562,21,22
1944,Bengal Tiger,2058,Madhya Pradesh,Critically Endangered,87.26,21619.93,Human Conflict,6.75,639,22,5
1944,Bengal Tiger,2478,West Bengal,Vulnerable,87.89,44558.4,Poaching,3.89,545,22,39
1944,Bengal Tiger,1627,Tamil Nadu,Vulnerable,81.42,34853.12,Human Conflict,3.9,504,22,30
1944,Bengal Tiger,1038,Karnataka,Critically Endangered,99.45,40641.45,Habitat Loss,12.69,310,22,22
1944,Bengal Tiger,2308,Assam,Critically Endangered,103.27,25972.07,Human Conflict,13.41,665,22,16
1944,Bengal Tiger,1496,Maharashtra,Critically Endangered,102.88,49560.21,Habitat Loss,8.51,522,22,41
1944,Bengal Tiger,2410,Tamil Nadu,Endangered,107.64,15495.35,Disease,4.61,722,22,10
1944,Bengal Tiger,2137,Tamil Nadu,Vulnerable,94.71,14952.68,Poaching,7.13,592,22,18
1944,Bengal Tiger,1086,Sikkim,Vulnerable,108.07,31025.41,Poaching,14.35,259,22,2
1944,Bengal Tiger,1288,Kerala,Vulnerable,82.84,27452.71,Human Conflict,4.8,448,22,22
1944,Bengal Tiger,1625,Kerala,Endangered,100.8,47710.85,Climate Change,14.08,638,22,26
1944,Bengal Tiger,1351,Kerala,Vulnerable,119.36,14227.24,Human Conflict,6.98,531,22,22
1944,Bengal Tiger,1400,West Bengal,Endangered,89.82,44055.22,Human Conflict,9.61,489,22,45
1944,Blackbuck,12480,Tamil Nadu,Vulnerable,102.58,17886.54,Disease,5.46,3376,14,45
1944,Blackbuck,11994,Kerala,Vulnerable,106.72,49223.3,Habitat Loss,9.39,3034,14,22
1944,Blackbuck,6324,Karnataka,Vulnerable,82.82,18067.56,Habitat Loss,13.88,1713,14,43
1944,Blackbuck,6929,Tamil Nadu,Endangered,82.82,8513.94,Habitat Loss,2.72,2292,14,44
1944,Blackbuck,11180,Madhya Pradesh,Critically Endangered,112.02,36124.13,Climate Change,2.23,3897,14,11
1944,Blackbuck,8563,Uttarakhand,Critically Endangered,118.28,18950.66,Poaching,14.18,2532,14,8
1944,Blackbuck,10333,Sikkim,Critically Endangered,82.76,16464.42,Human Conflict,8.22,2276,14,14
1944,Blackbuck,11374,Sikkim,Endangered,86.55,30545.69,Human Conflict,7.54,3399,14,49
1944,Blackbuck,10711,Madhya Pradesh,Critically Endangered,85.81,25497.53,Human Conflict,13.07,3267,14,4
1944,Indian Elephant,6421,Assam,Critically Endangered,85.61,36180.95,Climate Change,2.61,1328,65,18
1944,Indian Elephant,6347,Madhya Pradesh,Vulnerable,91.89,49868,Poaching,6.3,2499,65,43
1944,Indian Elephant,1839,Kerala,Vulnerable,119.84,44955.42,Disease,3.59,681,65,26
1944,Indian Elephant,1045,Kerala,Critically Endangered,114.12,25113.55,Human Conflict,5.89,248,65,13
1944,Indian Elephant,948,Kerala,Critically Endangered,105.68,45990.29,Climate Change,6.34,311,65,22
1944,Indian Elephant,2912,Karnataka,Critically Endangered,83.4,34338.08,Climate Change,7.25,896,65,11
1944,Indian Gaur,598,Maharashtra,Endangered,83.24,5864.4,Climate Change,3.78,219,22,43
1944,Indian Gaur,11035,Tamil Nadu,Critically Endangered,80.72,7078.57,Human Conflict,10.33,2892,22,35
1944,Indian Gaur,8323,Sikkim,Vulnerable,117.49,5647.22,Human Conflict,3.31,2523,22,30
1944,Indian Gaur,7142,Sikkim,Vulnerable,87.24,40330.91,Climate Change,6.21,2105,22,19
1944,Indian Gaur,11014,Kerala,Vulnerable,99.03,10139.94,Climate Change,14.25,2293,22,4
1944,Indian Gaur,556,Kerala,Endangered,103.19,1921.65,Poaching,5.43,209,22,10
1944,Indian Gaur,1112,Sikkim,Endangered,88.35,28789.78,Habitat Loss,8.29,354,22,46
1944,Indian Gaur,3104,Maharashtra,Vulnerable,97.06,44378.58,Disease,7.14,1069,22,46
1944,Indian Gaur,8559,Sikkim,Critically Endangered,94.8,13906.62,Disease,6.18,2676,22,10
1944,Indian Gaur,1226,West Bengal,Endangered,81.19,18784.46,Climate Change,8.57,340,22,43
1944,Indian Gaur,6720,Karnataka,Endangered,104.06,10887.62,Human Conflict,13.22,1987,22,22
1944,Indian Gaur,1024,Maharashtra,Endangered,110.11,39298.93,Poaching,12.16,271,22,16
1944,Indian Gaur,4132,Karnataka,Endangered,100.11,39784.86,Disease,11.32,1401,22,39
1944,Indian Leopard,11072,Madhya Pradesh,Endangered,83.03,34608.89,Disease,12.15,3104,15,21
1944,Indian Leopard,773,Madhya Pradesh,Critically Endangered,88.79,42095.75,Poaching,13.66,305,15,32
1944,Indian Leopard,11277,Kerala,Vulnerable,116.5,25058.49,Poaching,12.04,3261,15,22
1944,Indian Leopard,6839,West Bengal,Endangered,108.62,8321.39,Climate Change,9.28,2405,15,42
1944,Indian Leopard,12279,Sikkim,Vulnerable,93.01,14471.4,Climate Change,8.89,3031,15,0
1944,Indian Leopard,638,Gujarat,Endangered,86.22,29495.6,Disease,2.79,181,15,41
1944,Indian Leopard,2774,Assam,Critically Endangered,104.52,18453.84,Climate Change,2.28,749,15,37
1944,Indian Leopard,8259,Maharashtra,Endangered,90.98,11505.76,Poaching,11.48,2539,15,17
1944,Indian Leopard,8368,Sikkim,Critically Endangered,112.28,45376.16,Habitat Loss,7.56,2354,15,42
1944,Indian Rhinoceros,1764,Kerala,Critically Endangered,106.48,23786.64,Habitat Loss,3.37,633,40,10
1944,Indian Rhinoceros,3418,Sikkim,Critically Endangered,98.67,5853.94,Poaching,3.06,751,40,47
1944,Indian Rhinoceros,5498,West Bengal,Endangered,116.91,16093.14,Habitat Loss,5.77,1293,40,3
1944,Indian Rhinoceros,2271,Kerala,Vulnerable,117.43,49285.52,Poaching,5.93,756,40,29
1944,Indian Rhinoceros,6194,Uttarakhand,Critically Endangered,107.26,31808.98,Human Conflict,2.31,1503,40,29
1944,Indian Rhinoceros,363,Madhya Pradesh,Vulnerable,119.86,46464.26,Habitat Loss,7.45,76,40,6
1944,Indian Rhinoceros,3173,Tamil Nadu,Vulnerable,114.56,37504.07,Habitat Loss,4.5,1027,40,41
1944,Indian Rhinoceros,4861,Maharashtra,Endangered,82.44,1278.91,Human Conflict,14.99,1793,40,13
1944,Indian Rhinoceros,4275,West Bengal,Critically Endangered,115.19,48014.98,Habitat Loss,3.38,959,40,10
1944,Indian Rhinoceros,3359,Maharashtra,Critically Endangered,111.68,32367.45,Poaching,6.83,783,40,4
1944,Indian Rhinoceros,6636,Gujarat,Vulnerable,106.56,29889.2,Climate Change,3.36,2507,40,48
1944,Indian Rhinoceros,2985,West Bengal,Critically Endangered,111.48,3213.85,Poaching,12.22,632,40,6
1944,Indian Rhinoceros,944,Assam,Critically Endangered,111.85,26195.82,Habitat Loss,14.5,240,40,21
1944,Indian Rhinoceros,5443,Maharashtra,Critically Endangered,104.22,6373.72,Habitat Loss,12.68,1832,40,32
1944,Indian Rhinoceros,5648,West Bengal,Endangered,85.69,13499.56,Disease,10.33,1356,40,17
1944,One-horned Rhinoceros,2141,Gujarat,Critically Endangered,96.87,34581.46,Human Conflict,7.19,851,40,48
1944,One-horned Rhinoceros,5155,West Bengal,Vulnerable,104.34,41868.98,Climate Change,13.25,1485,40,18
1944,One-horned Rhinoceros,6240,Madhya Pradesh,Vulnerable,100.65,4191.34,Habitat Loss,11.67,2464,40,5
1944,One-horned Rhinoceros,2645,West Bengal,Critically Endangered,91,36789.51,Human Conflict,11.19,741,40,8
1944,One-horned Rhinoceros,3407,Sikkim,Endangered,108.57,32998.69,Habitat Loss,9.5,1359,40,27
1944,One-horned Rhinoceros,1624,Gujarat,Critically Endangered,117.41,25640.1,Human Conflict,8.13,336,40,13
1944,One-horned Rhinoceros,2816,Maharashtra,Critically Endangered,103.73,9843.77,Poaching,7.42,911,40,2
1944,One-horned Rhinoceros,4496,Uttarakhand,Endangered,115.82,32926.4,Habitat Loss,13.44,931,40,41
1944,One-horned Rhinoceros,2639,Tamil Nadu,Endangered,118.68,24883.97,Habitat Loss,5.15,990,40,34
1944,One-horned Rhinoceros,6014,Karnataka,Vulnerable,104.01,3912.23,Human Conflict,10.12,1641,40,42
1944,One-horned Rhinoceros,651,West Bengal,Critically Endangered,119.08,4836.09,Poaching,13.76,239,40,46
1944,One-horned Rhinoceros,2649,Madhya Pradesh,Vulnerable,95.76,13309.21,Poaching,13.81,1005,40,35
1944,Red Panda,11625,Madhya Pradesh,Critically Endangered,104.02,15340.44,Poaching,12.64,2869,10,36
1944,Red Panda,10064,Maharashtra,Critically Endangered,89.52,25801.95,Human Conflict,11.06,2644,10,19
1944,Red Panda,1411,Karnataka,Endangered,83.16,7280.29,Disease,4.21,534,10,45
1944,Red Panda,1050,Maharashtra,Vulnerable,94.05,31029.16,Disease,7.9,231,10,44
1944,Red Panda,9896,Kerala,Endangered,109.71,31659.01,Habitat Loss,11.77,2971,10,34
1944,Snow Leopard,2385,Tamil Nadu,Endangered,82.21,18187.34,Disease,2.34,750,18,44
1944,Snow Leopard,957,Kerala,Endangered,101.13,17438.71,Climate Change,9.7,370,18,4
1944,Snow Leopard,1765,Maharashtra,Endangered,90.44,43601.95,Human Conflict,7.57,705,18,2
1944,Snow Leopard,348,Madhya Pradesh,Critically Endangered,108.84,14131.82,Poaching,6.6,92,18,24
1944,Snow Leopard,127,Tamil Nadu,Critically Endangered,83.7,39197.22,Climate Change,3.13,45,18,36
1944,Snow Leopard,1486,Assam,Endangered,86.15,40319.69,Climate Change,10.77,591,18,30
1944,Snow Leopard,1236,Madhya Pradesh,Endangered,98.29,49477.27,Disease,3.17,451,18,7
1944,Snow Leopard,2478,Sikkim,Endangered,104.92,7818.82,Human Conflict,4.57,852,18,28
1944,Snow Leopard,573,Kerala,Critically Endangered,84.64,14174.3,Human Conflict,3.18,225,18,4
1944,Snow Leopard,1824,Gujarat,Endangered,96.07,22281.52,Disease,2.64,560,18,8
1944,Snow Leopard,111,Kerala,Critically Endangered,100.06,26349.02,Human Conflict,3.09,43,18,28
1945,Asiatic Lion,434,Tamil Nadu,Endangered,80.78,20092.41,Habitat Loss,3.33,92,21,49
1945,Asiatic Lion,378,Assam,Vulnerable,117.78,23802.06,Habitat Loss,12.79,116,21,21
1945,Asiatic Lion,1563,Sikkim,Critically Endangered,97.41,9196.4,Climate Change,7.04,520,21,36
1945,Asiatic Lion,2236,Assam,Endangered,118.21,47276.55,Human Conflict,3.5,499,21,28
1945,Asiatic Lion,832,Gujarat,Vulnerable,87.1,25725.79,Habitat Loss,12.61,200,21,19
1945,Asiatic Lion,1103,Maharashtra,Endangered,97.08,16721.92,Human Conflict,13.14,329,21,15
1945,Asiatic Lion,634,Uttarakhand,Vulnerable,88.09,40622.95,Climate Change,4.66,236,21,9
1945,Asiatic Lion,1296,Sikkim,Vulnerable,113.38,36185.3,Habitat Loss,5.52,490,21,47
1945,Asiatic Lion,230,Sikkim,Vulnerable,95.95,46623.38,Disease,3.08,57,21,48
1945,Bengal Tiger,417,Uttarakhand,Vulnerable,95.85,5164.61,Climate Change,5.59,103,22,13
1945,Bengal Tiger,1085,Gujarat,Vulnerable,83.86,15426.21,Disease,9.43,323,22,18
1945,Bengal Tiger,2216,Sikkim,Critically Endangered,83.09,31127.69,Disease,8.24,608,22,48
1945,Bengal Tiger,277,Maharashtra,Critically Endangered,118.38,14770.24,Human Conflict,3.08,91,22,46
1945,Bengal Tiger,2199,Kerala,Endangered,101.69,25787.79,Poaching,12.21,701,22,47
1945,Bengal Tiger,383,Madhya Pradesh,Critically Endangered,115.75,23478.4,Disease,5.21,90,22,4
1945,Bengal Tiger,1380,West Bengal,Vulnerable,107.48,35079.36,Human Conflict,12.4,377,22,2
1945,Bengal Tiger,1625,Uttarakhand,Vulnerable,83.63,23394.02,Climate Change,2.72,358,22,10
1945,Bengal Tiger,1158,Assam,Endangered,115.79,4779.25,Habitat Loss,5.87,314,22,1
1945,Bengal Tiger,1951,West Bengal,Vulnerable,98.34,11444.87,Climate Change,3.95,559,22,9
1945,Bengal Tiger,1967,Madhya Pradesh,Endangered,88.88,5313.51,Poaching,3.61,448,22,36
1945,Blackbuck,11648,Kerala,Vulnerable,117.4,1828.1,Habitat Loss,10.13,4544,14,21
1945,Blackbuck,6379,West Bengal,Endangered,111.18,49474.84,Human Conflict,13.28,2284,14,47
1945,Blackbuck,4644,Sikkim,Endangered,100.55,26986.41,Climate Change,12.82,1570,14,21
1945,Blackbuck,5551,Assam,Critically Endangered,93.51,5811.37,Poaching,2.37,2025,14,38
1945,Blackbuck,10511,Gujarat,Vulnerable,80.38,8830.34,Poaching,3.82,3635,14,8
1945,Blackbuck,6274,Sikkim,Critically Endangered,112.38,13019.31,Climate Change,9.68,2146,14,46
1945,Blackbuck,3593,Uttarakhand,Critically Endangered,86.94,26597.86,Climate Change,13.19,1210,14,48
1945,Blackbuck,5279,Uttarakhand,Endangered,82.03,2168.54,Human Conflict,11.91,1236,14,25
1945,Blackbuck,3030,Uttarakhand,Endangered,109.03,6216.2,Human Conflict,13.94,725,14,11
1945,Indian Elephant,1335,Assam,Critically Endangered,108.63,15119.02,Poaching,10.21,369,65,30
1945,Indian Elephant,736,Uttarakhand,Endangered,106.69,42268.21,Climate Change,10.16,236,65,1
1945,Indian Elephant,421,Madhya Pradesh,Vulnerable,99.34,22989.99,Disease,4.4,156,65,39
1945,Indian Elephant,3984,Sikkim,Critically Endangered,93.05,24726.99,Habitat Loss,5.04,1342,65,46
1945,Indian Elephant,3987,Maharashtra,Critically Endangered,90.67,16254.26,Disease,5.1,1474,65,40
1945,Indian Elephant,6561,Karnataka,Endangered,98.57,20937.79,Habitat Loss,8.8,1750,65,45
1945,Indian Elephant,4842,Maharashtra,Critically Endangered,97.4,18541.84,Habitat Loss,8.56,1119,65,32
1945,Indian Elephant,2422,Maharashtra,Critically Endangered,97.42,19981.72,Poaching,5.47,499,65,0
1945,Indian Elephant,559,Assam,Endangered,114.43,6585.91,Climate Change,8.64,172,65,46
1945,Indian Gaur,5803,West Bengal,Endangered,108.59,20529.12,Climate Change,5.78,1458,22,13
1945,Indian Gaur,7211,Maharashtra,Endangered,87.7,38056.97,Climate Change,10.87,2174,22,48
1945,Indian Gaur,1986,Uttarakhand,Endangered,100.14,31653.47,Climate Change,9.55,515,22,8
1945,Indian Gaur,3410,Madhya Pradesh,Vulnerable,117.17,23326.74,Human Conflict,12.29,1320,22,27
1945,Indian Gaur,1468,Maharashtra,Critically Endangered,88.82,17692.7,Disease,13.79,366,22,25
1945,Indian Gaur,8201,Tamil Nadu,Endangered,93.68,16649.4,Disease,8.1,2884,22,10
1945,Indian Gaur,12231,Karnataka,Critically Endangered,116.9,36601.56,Habitat Loss,12.22,3968,22,29
1945,Indian Gaur,9441,Madhya Pradesh,Critically Endangered,107.67,18332,Human Conflict,12.41,2770,22,32
1945,Indian Leopard,8099,Tamil Nadu,Vulnerable,96.45,43053.67,Poaching,4.66,2160,15,33
1945,Indian Leopard,12849,West Bengal,Vulnerable,86.97,36816.69,Habitat Loss,11.01,2575,15,10
1945,Indian Leopard,12667,Assam,Vulnerable,92.11,23456.87,Climate Change,9.26,4708,15,16
1945,Indian Leopard,4272,Assam,Critically Endangered,115.11,33481.29,Habitat Loss,10.64,1064,15,0
1945,Indian Leopard,7487,Uttarakhand,Vulnerable,117.6,5052.95,Habitat Loss,13.1,2990,15,25
1945,Indian Leopard,4476,Madhya Pradesh,Endangered,81.21,23952.58,Poaching,9.5,1638,15,39
1945,Indian Leopard,2007,Sikkim,Vulnerable,87.88,22783.08,Human Conflict,14.88,772,15,20
1945,Indian Leopard,9007,West Bengal,Critically Endangered,101.94,29161.29,Disease,11.42,3076,15,8
1945,Indian Leopard,1903,Kerala,Vulnerable,88.18,14111,Disease,8.69,495,15,2
1945,Indian Rhinoceros,2520,Kerala,Endangered,106.91,47418.81,Poaching,11.92,528,40,16
1945,Indian Rhinoceros,3109,Uttarakhand,Vulnerable,93.59,18162.05,Human Conflict,7.1,1101,40,14
1945,Indian Rhinoceros,3445,Assam,Endangered,106.16,28990.84,Human Conflict,4.65,1158,40,23
1945,Indian Rhinoceros,4049,Gujarat,Vulnerable,86.9,20627.98,Climate Change,4.22,1361,40,18
1945,Indian Rhinoceros,3799,Sikkim,Critically Endangered,86.69,48953.97,Human Conflict,12.02,1475,40,10
1945,Indian Rhinoceros,5767,Kerala,Critically Endangered,95.67,6956.58,Human Conflict,8.16,1684,40,6
